customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,customer_segment
457,50,Male,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,4.0,Yes,2-Day Shipping,Yes,33,Credit Card,Quarterly,Middle-aged,90,33,96,90,2,3,4,234,Loyal
458,25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,48,Debit Card,Every 3 Months,Young Adult,90,48,99,90,2,4,4,244,Loyal
459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4.0,Yes,2-Day Shipping,Yes,48,PayPal,Monthly,Middle-aged,30,48,91,30,3,4,4,344,High Value
460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Standard,Yes,27,PayPal,Fortnightly,Senior,14,27,30,14,4,3,1,431,Low Value
461,64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.8,Yes,Store Pickup,Yes,27,Bank Transfer,Weekly,Senior,7,27,65,7,4,3,3,433,High Value
462,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,20,Venmo,Weekly,Young Adult,7,20,93,7,4,2,4,424,Low Value
463,59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,3.3,Yes,Express,Yes,48,Venmo,Every 3 Months,Senior,90,48,81,90,2,4,3,243,Loyal
464,37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,29,Venmo,Weekly,Adult,7,29,81,7,4,3,3,433,High Value
465,23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,Next Day Air,Yes,45,PayPal,Monthly,Young Adult,30,45,52,30,3,4,2,342,Low Value
466,54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,Next Day Air,Yes,25,Cash,Quarterly,Middle-aged,90,25,88,90,2,2,4,224,At Risk
467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,25,PayPal,Weekly,Adult,7,25,24,7,4,2,1,421,Low Value
468,19,Male,Backpack,Accessories,51,Nebraska,S,Orange,Spring,4.5,Yes,2-Day Shipping,Yes,37,Debit Card,Every 3 Months,Young Adult,90,37,51,90,2,3,2,232,At Risk
469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5.0,Yes,Free Shipping,Yes,16,Cash,Quarterly,Adult,90,16,38,90,2,2,1,221,At Risk
470,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,4.1,Yes,2-Day Shipping,Yes,30,Debit Card,Bi-Weekly,Young Adult,14,30,46,14,4,3,2,432,Low Value
471,50,Male,Dress,Clothing,63,Minnesota,L,Teal,Summer,4.6,Yes,Express,Yes,6,Cash,Every 3 Months,Middle-aged,90,6,63,90,2,1,3,213,Low Value
472,55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,36,Bank Transfer,Quarterly,Middle-aged,90,36,72,90,2,3,3,233,Loyal
473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,3,Bank Transfer,Quarterly,Young Adult,90,3,39,90,2,1,1,211,Low Value
474,34,Male,Coat,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Yes,Store Pickup,Yes,29,PayPal,Every 3 Months,Adult,90,29,42,90,2,3,2,232,At Risk
475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,2-Day Shipping,Yes,15,Cash,Quarterly,Senior,90,15,76,90,2,2,3,223,At Risk
476,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,Free Shipping,Yes,18,Debit Card,Annually,Young Adult,365,18,66,365,1,2,3,123,At Risk
477,21,Male,Scarf,Accessories,90,Connecticut,M,Magenta,Spring,3.5,Yes,Free Shipping,Yes,2,Debit Card,Fortnightly,Young Adult,14,2,90,14,4,1,4,414,Low Value
478,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Free Shipping,Yes,49,Debit Card,Weekly,Adult,7,49,56,7,4,4,2,442,Low Value
479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,48,Venmo,Annually,Adult,365,48,43,365,1,4,2,142,At Risk
480,39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,Store Pickup,Yes,43,Venmo,Monthly,Adult,30,43,84,30,3,4,4,344,High Value
481,68,Male,Hoodie,Clothing,88,Vermont,M,Gray,Summer,4.8,Yes,Standard,Yes,30,Debit Card,Bi-Weekly,Senior,14,30,88,14,4,3,4,434,High Value
482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,2-Day Shipping,Yes,10,PayPal,Fortnightly,Middle-aged,14,10,88,14,4,1,4,414,Low Value
483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,11,Venmo,Annually,Adult,365,11,42,365,1,1,2,112,Low Value
484,23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,Store Pickup,Yes,12,Debit Card,Weekly,Young Adult,7,12,73,7,4,1,3,413,Low Value
485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,Free Shipping,Yes,28,Bank Transfer,Quarterly,Senior,90,28,73,90,2,3,3,233,Loyal
486,48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,Next Day Air,Yes,36,Debit Card,Fortnightly,Middle-aged,14,36,44,14,4,3,2,432,Low Value
487,38,Male,Sandals,Footwear,63,New Mexico,M,Charcoal,Fall,2.8,Yes,Store Pickup,Yes,37,Venmo,Every 3 Months,Adult,90,37,63,90,2,3,3,233,Loyal
488,41,Male,Jacket,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,Store Pickup,Yes,22,Credit Card,Quarterly,Adult,90,22,68,90,2,2,3,223,At Risk
489,58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Standard,Yes,32,Venmo,Weekly,Senior,7,32,29,7,4,3,1,431,Low Value
490,49,Male,Socks,Clothing,85,South Dakota,M,Green,Summer,3.2,Yes,Standard,Yes,40,PayPal,Annually,Middle-aged,365,40,85,365,1,4,4,144,Loyal
491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,2-Day Shipping,Yes,47,Cash,Monthly,Middle-aged,30,47,42,30,3,4,2,342,Low Value
492,49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,3.8,Yes,2-Day Shipping,Yes,24,Credit Card,Bi-Weekly,Middle-aged,14,24,69,14,4,2,3,423,Low Value
493,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Yes,Standard,Yes,11,Debit Card,Weekly,Middle-aged,7,11,62,7,4,1,3,413,Low Value
494,28,Male,Backpack,Accessories,48,Nevada,XL,Red,Summer,4.7,Yes,Store Pickup,Yes,19,Cash,Bi-Weekly,Young Adult,14,19,48,14,4,2,2,422,Low Value
495,38,Male,Boots,Footwear,68,Indiana,M,Indigo,Winter,4.5,Yes,Express,Yes,42,Debit Card,Weekly,Adult,7,42,68,7,4,4,3,443,High Value
496,33,Male,Handbag,Accessories,36,Michigan,XL,Cyan,Fall,3.3,Yes,Free Shipping,Yes,6,Debit Card,Fortnightly,Adult,14,6,36,14,4,1,1,411,Low Value
497,30,Male,Dress,Clothing,63,California,S,Maroon,Fall,3.3,Yes,Express,Yes,31,Venmo,Fortnightly,Young Adult,14,31,63,14,4,3,3,433,High Value
498,43,Male,Sneakers,Footwear,39,Oklahoma,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,31,Cash,Weekly,Adult,7,31,39,7,4,3,1,431,Low Value
499,43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,Free Shipping,Yes,27,Bank Transfer,Monthly,Adult,30,27,78,30,3,3,3,333,High Value
500,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Express,Yes,24,PayPal,Monthly,Adult,30,24,99,30,3,2,4,324,Low Value
501,36,Male,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Yes,Next Day Air,Yes,35,Venmo,Every 3 Months,Adult,90,35,31,90,2,3,1,231,At Risk
502,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Next Day Air,Yes,21,Venmo,Annually,Senior,365,21,45,365,1,2,2,122,At Risk
503,59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,2.8,Yes,Express,Yes,8,PayPal,Fortnightly,Senior,14,8,30,14,4,1,1,411,Low Value
504,55,Male,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,3.2,Yes,Next Day Air,Yes,26,Bank Transfer,Quarterly,Middle-aged,90,26,24,90,2,3,1,231,At Risk
505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,Free Shipping,Yes,26,PayPal,Annually,Adult,365,26,22,365,1,3,1,131,At Risk
506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Express,Yes,9,Cash,Bi-Weekly,Senior,14,9,63,14,4,1,3,413,Low Value
507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.7,Yes,2-Day Shipping,Yes,48,Debit Card,Annually,Young Adult,365,48,40,365,1,4,2,142,At Risk
508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5.0,Yes,Store Pickup,Yes,33,Debit Card,Fortnightly,Senior,14,33,20,14,4,3,1,431,Low Value
509,27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,Yes,Store Pickup,Yes,31,PayPal,Quarterly,Young Adult,90,31,20,90,2,3,1,231,At Risk
510,41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,3.9,Yes,Free Shipping,Yes,17,Debit Card,Weekly,Adult,7,17,80,7,4,2,3,423,Low Value
511,21,Male,Shirt,Clothing,87,West Virginia,M,Teal,Fall,3.9,Yes,2-Day Shipping,Yes,22,Venmo,Annually,Young Adult,365,22,87,365,1,2,4,124,At Risk
512,61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,Yes,Free Shipping,Yes,8,PayPal,Annually,Senior,365,8,46,365,1,1,2,112,Low Value
513,19,Male,Gloves,Accessories,49,New York,L,Peach,Winter,3.8,Yes,Next Day Air,Yes,2,Bank Transfer,Monthly,Young Adult,30,2,49,30,3,1,2,312,Low Value
514,22,Male,Scarf,Accessories,65,New Mexico,M,Peach,Fall,3.6,Yes,Store Pickup,Yes,45,Venmo,Annually,Young Adult,365,45,65,365,1,4,3,143,Loyal
515,64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,4.3,Yes,Standard,Yes,47,PayPal,Quarterly,Senior,90,47,62,90,2,4,3,243,Loyal
516,28,Male,Hat,Accessories,67,Kentucky,L,Charcoal,Spring,4.5,Yes,Next Day Air,Yes,7,Cash,Monthly,Young Adult,30,7,67,30,3,1,3,313,Low Value
517,34,Male,Hoodie,Clothing,41,West Virginia,L,Indigo,Fall,2.8,Yes,2-Day Shipping,Yes,19,Debit Card,Bi-Weekly,Adult,14,19,41,14,4,2,2,422,Low Value
518,61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,2.7,Yes,Free Shipping,Yes,44,Cash,Every 3 Months,Senior,90,44,49,90,2,4,2,242,At Risk
519,24,Male,Blouse,Clothing,100,Oregon,M,Beige,Fall,2.9,Yes,Next Day Air,Yes,16,Venmo,Every 3 Months,Young Adult,90,16,100,90,2,2,4,224,At Risk
520,19,Male,Belt,Accessories,54,Minnesota,L,Blue,Summer,4.4,Yes,2-Day Shipping,Yes,17,Bank Transfer,Quarterly,Young Adult,90,17,54,90,2,2,2,222,At Risk
521,51,Male,Sunglasses,Accessories,84,South Carolina,M,White,Spring,3.9,Yes,Free Shipping,Yes,20,Debit Card,Quarterly,Middle-aged,90,20,84,90,2,2,4,224,At Risk
522,36,Male,Shorts,Clothing,41,Vermont,L,Gold,Winter,3.5,Yes,Standard,Yes,50,Bank Transfer,Annually,Adult,365,50,41,365,1,4,2,142,At Risk
523,65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,2.5,Yes,Store Pickup,Yes,37,Cash,Quarterly,Senior,90,37,88,90,2,3,4,234,Loyal
524,46,Male,Sandals,Footwear,40,Delaware,M,Orange,Spring,4.9,Yes,Express,Yes,5,PayPal,Quarterly,Middle-aged,90,5,40,90,2,1,2,212,Low Value
525,59,Male,Shirt,Clothing,39,Pennsylvania,M,Gold,Summer,4.8,Yes,Free Shipping,Yes,44,PayPal,Annually,Senior,365,44,39,365,1,4,1,141,At Risk
526,51,Male,Coat,Outerwear,37,Iowa,M,Cyan,Spring,3.2,Yes,Next Day Air,Yes,41,Debit Card,Monthly,Middle-aged,30,41,37,30,3,4,1,341,Low Value
527,51,Male,Pants,Clothing,52,New Jersey,S,Red,Winter,4.9,Yes,Standard,Yes,19,Cash,Monthly,Middle-aged,30,19,52,30,3,2,2,322,Low Value
528,21,Male,T-shirt,Clothing,23,South Carolina,L,Yellow,Winter,4.3,Yes,Next Day Air,Yes,47,Bank Transfer,Every 3 Months,Young Adult,90,47,23,90,2,4,1,241,At Risk
529,34,Male,Sneakers,Footwear,88,Maryland,S,Beige,Winter,3.2,Yes,Express,Yes,40,Cash,Annually,Adult,365,40,88,365,1,4,4,144,Loyal
530,32,Male,Shorts,Clothing,84,California,M,Orange,Fall,3.7,Yes,Standard,Yes,6,Credit Card,Monthly,Adult,30,6,84,30,3,1,4,314,Low Value
531,48,Male,Coat,Outerwear,37,Montana,XL,Magenta,Winter,3.2,Yes,Store Pickup,Yes,25,Credit Card,Bi-Weekly,Middle-aged,14,25,37,14,4,2,1,421,Low Value
532,50,Male,Sandals,Footwear,51,Vermont,L,Purple,Fall,3.4,Yes,Next Day Air,Yes,42,Cash,Weekly,Middle-aged,7,42,51,7,4,4,2,442,Low Value
533,26,Male,Pants,Clothing,76,Texas,L,Black,Winter,4.1,Yes,Express,Yes,35,Bank Transfer,Every 3 Months,Young Adult,90,35,76,90,2,3,3,233,Loyal
534,57,Male,Sandals,Footwear,60,North Carolina,L,Pink,Spring,4.5,Yes,Next Day Air,Yes,17,Debit Card,Weekly,Middle-aged,7,17,60,7,4,2,2,422,Low Value
535,65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,4.5,Yes,Next Day Air,Yes,4,PayPal,Quarterly,Senior,90,4,72,90,2,1,3,213,Low Value
536,56,Male,T-shirt,Clothing,45,West Virginia,L,Maroon,Spring,3.2,Yes,Free Shipping,Yes,24,Bank Transfer,Weekly,Middle-aged,7,24,45,7,4,2,2,422,Low Value
537,44,Male,Jacket,Outerwear,84,Illinois,S,Maroon,Fall,4.4,Yes,Store Pickup,Yes,16,Debit Card,Every 3 Months,Adult,90,16,84,90,2,2,4,224,At Risk
538,50,Male,Blouse,Clothing,49,Virginia,S,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,14,Debit Card,Annually,Middle-aged,365,14,49,365,1,2,2,122,At Risk
539,27,Male,Socks,Clothing,22,Virginia,XL,Green,Spring,3.2,Yes,Free Shipping,Yes,43,Cash,Weekly,Young Adult,7,43,22,7,4,4,1,441,Low Value
540,49,Male,Coat,Outerwear,48,Wyoming,M,Violet,Winter,4.0,Yes,Store Pickup,Yes,49,Debit Card,Weekly,Middle-aged,7,49,48,7,4,4,2,442,Low Value
541,49,Male,Dress,Clothing,37,South Carolina,M,Lavender,Spring,3.1,Yes,Next Day Air,Yes,33,Cash,Every 3 Months,Middle-aged,90,33,37,90,2,3,1,231,At Risk
542,52,Male,Jacket,Outerwear,27,Connecticut,L,Gray,Fall,2.8,Yes,Next Day Air,Yes,45,Cash,Bi-Weekly,Middle-aged,14,45,27,14,4,4,1,441,Low Value
543,27,Male,Boots,Footwear,79,Illinois,XL,Teal,Spring,4.6,Yes,Next Day Air,Yes,35,Cash,Bi-Weekly,Young Adult,14,35,79,14,4,3,3,433,High Value
544,53,Male,Skirt,Clothing,98,Alabama,S,Red,Spring,4.3,Yes,Express,Yes,11,Credit Card,Monthly,Middle-aged,30,11,98,30,3,1,4,314,Low Value
545,34,Male,Sandals,Footwear,64,Washington,S,Yellow,Summer,3.3,Yes,Standard,Yes,30,Bank Transfer,Every 3 Months,Adult,90,30,64,90,2,3,3,233,Loyal
546,33,Male,Coat,Outerwear,32,Alabama,L,Magenta,Summer,3.5,Yes,2-Day Shipping,Yes,48,Debit Card,Annually,Adult,365,48,32,365,1,4,1,141,At Risk
547,62,Male,Hoodie,Clothing,74,New Mexico,M,Brown,Winter,3.4,Yes,Free Shipping,Yes,45,Venmo,Bi-Weekly,Senior,14,45,74,14,4,4,3,443,High Value
548,38,Male,Jacket,Outerwear,50,Nevada,M,Blue,Winter,2.8,Yes,Free Shipping,Yes,26,Venmo,Weekly,Adult,7,26,50,7,4,3,2,432,Low Value
549,36,Male,Backpack,Accessories,64,Nebraska,M,Black,Winter,4.6,Yes,Store Pickup,Yes,41,Debit Card,Every 3 Months,Adult,90,41,64,90,2,4,3,243,Loyal
550,31,Male,Backpack,Accessories,29,Arizona,S,Olive,Fall,3.6,Yes,Express,Yes,37,Venmo,Bi-Weekly,Young Adult,14,37,29,14,4,3,1,431,Low Value
551,62,Male,Belt,Accessories,62,Georgia,M,Olive,Summer,3.3,Yes,Store Pickup,Yes,12,PayPal,Weekly,Senior,7,12,62,7,4,1,3,413,Low Value
552,29,Male,Coat,Outerwear,78,Idaho,XL,Green,Fall,3.1,Yes,2-Day Shipping,Yes,27,Cash,Bi-Weekly,Young Adult,14,27,78,14,4,3,3,433,High Value
553,24,Male,T-shirt,Clothing,94,Missouri,M,Peach,Fall,3.5,Yes,Express,Yes,18,Bank Transfer,Weekly,Young Adult,7,18,94,7,4,2,4,424,Low Value
554,63,Male,Sunglasses,Accessories,59,Florida,M,White,Winter,3.2,Yes,Express,Yes,15,Credit Card,Quarterly,Senior,90,15,59,90,2,2,2,222,At Risk
555,56,Male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,3.0,Yes,Express,Yes,34,Bank Transfer,Weekly,Middle-aged,7,34,47,7,4,3,2,432,Low Value
556,63,Male,Gloves,Accessories,57,Maine,M,White,Fall,4.8,Yes,Express,Yes,37,Venmo,Annually,Senior,365,37,57,365,1,3,2,132,At Risk
557,40,Male,Coat,Outerwear,90,Montana,L,Indigo,Winter,5.0,Yes,Store Pickup,Yes,21,Cash,Fortnightly,Adult,14,21,90,14,4,2,4,424,Low Value
558,18,Male,Shirt,Clothing,60,Alaska,M,White,Spring,2.9,Yes,Free Shipping,Yes,31,Debit Card,Weekly,Young Adult,7,31,60,7,4,3,2,432,Low Value
559,50,Male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,3.2,Yes,Express,Yes,43,Debit Card,Every 3 Months,Middle-aged,90,43,77,90,2,4,3,243,Loyal
560,66,Male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,2.9,Yes,Store Pickup,Yes,22,Bank Transfer,Monthly,Senior,30,22,41,30,3,2,2,322,Low Value
561,25,Male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,3.8,Yes,Free Shipping,Yes,12,Debit Card,Annually,Young Adult,365,12,48,365,1,1,2,112,Low Value
562,65,Male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,2.6,Yes,Next Day Air,Yes,25,PayPal,Fortnightly,Senior,14,25,65,14,4,2,3,423,Low Value
563,53,Male,Jeans,Clothing,62,Missouri,M,Blue,Summer,3.5,Yes,Standard,Yes,40,Debit Card,Annually,Middle-aged,365,40,62,365,1,4,3,143,Loyal
564,61,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,Yes,Standard,Yes,16,Debit Card,Quarterly,Senior,90,16,99,90,2,2,4,224,At Risk
565,67,Male,Hoodie,Clothing,58,Florida,M,Olive,Winter,3.4,Yes,Next Day Air,Yes,30,Bank Transfer,Weekly,Senior,7,30,58,7,4,3,2,432,Low Value
566,59,Male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,Yes,Store Pickup,Yes,10,Venmo,Weekly,Senior,7,10,43,7,4,1,2,412,Low Value
567,55,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,3.6,Yes,Store Pickup,Yes,1,Debit Card,Fortnightly,Middle-aged,14,1,93,14,4,1,4,414,Low Value
568,21,Male,Blouse,Clothing,50,New Hampshire,S,Red,Winter,3.0,Yes,Next Day Air,Yes,24,Venmo,Fortnightly,Young Adult,14,24,50,14,4,2,2,422,Low Value
569,44,Male,Pants,Clothing,88,Utah,L,Red,Summer,4.0,Yes,Free Shipping,Yes,36,PayPal,Monthly,Adult,30,36,88,30,3,3,4,334,High Value
570,65,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,Yes,Express,Yes,46,Credit Card,Every 3 Months,Senior,90,46,33,90,2,4,1,241,At Risk
571,65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Yes,Standard,Yes,20,Cash,Annually,Senior,365,20,99,365,1,2,4,124,At Risk
572,54,Male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,37,Venmo,Weekly,Middle-aged,7,37,76,7,4,3,3,433,High Value
573,56,Male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,4.6,Yes,Next Day Air,Yes,26,Bank Transfer,Annually,Middle-aged,365,26,97,365,1,3,4,134,Loyal
574,58,Male,Pants,Clothing,68,California,M,Charcoal,Summer,3.2,Yes,2-Day Shipping,Yes,23,Credit Card,Bi-Weekly,Senior,14,23,68,14,4,2,3,423,Low Value
575,54,Male,Sneakers,Footwear,79,Maine,L,Red,Fall,4.8,Yes,Free Shipping,Yes,20,Bank Transfer,Bi-Weekly,Middle-aged,14,20,79,14,4,2,3,423,Low Value
576,58,Male,Jeans,Clothing,86,Nebraska,M,Peach,Fall,4.8,Yes,Express,Yes,38,PayPal,Monthly,Senior,30,38,86,30,3,3,4,334,High Value
577,48,Male,Hat,Accessories,68,Washington,M,Black,Winter,5.0,Yes,2-Day Shipping,Yes,5,Credit Card,Every 3 Months,Middle-aged,90,5,68,90,2,1,3,213,Low Value
578,19,Male,Skirt,Clothing,52,Alabama,M,Black,Fall,3.7,Yes,Store Pickup,Yes,41,Venmo,Annually,Young Adult,365,41,52,365,1,4,2,142,At Risk
579,69,Male,Sandals,Footwear,90,Maine,M,Purple,Fall,4.6,Yes,Next Day Air,Yes,22,Credit Card,Fortnightly,Senior,14,22,90,14,4,2,4,424,Low Value
580,58,Male,Sandals,Footwear,41,California,M,Violet,Winter,3.7,Yes,Free Shipping,Yes,48,Credit Card,Annually,Senior,365,48,41,365,1,4,2,142,At Risk
581,49,Male,Sweater,Clothing,80,Iowa,M,Orange,Spring,4.1,Yes,Free Shipping,Yes,10,PayPal,Weekly,Middle-aged,7,10,80,7,4,1,3,413,Low Value
582,32,Male,Sweater,Clothing,100,Iowa,XL,Charcoal,Winter,2.7,Yes,Store Pickup,Yes,12,Bank Transfer,Every 3 Months,Adult,90,12,100,90,2,1,4,214,Low Value
583,40,Male,Jacket,Outerwear,77,Colorado,L,Turquoise,Spring,4.9,Yes,Store Pickup,Yes,2,Bank Transfer,Quarterly,Adult,90,2,77,90,2,1,3,213,Low Value
584,25,Male,Shorts,Clothing,78,California,L,Yellow,Spring,4.0,Yes,Store Pickup,Yes,38,PayPal,Monthly,Young Adult,30,38,78,30,3,3,3,333,High Value
585,70,Male,Socks,Clothing,94,Indiana,M,White,Spring,4.7,Yes,Free Shipping,Yes,20,Debit Card,Monthly,Senior,30,20,94,30,3,2,4,324,Low Value
586,69,Male,Socks,Clothing,23,South Carolina,M,Gray,Fall,2.8,Yes,Next Day Air,Yes,5,Cash,Every 3 Months,Senior,90,5,23,90,2,1,1,211,Low Value
587,45,Male,Hoodie,Clothing,20,Wisconsin,S,Blue,Winter,4.9,Yes,2-Day Shipping,Yes,9,Venmo,Annually,Middle-aged,365,9,20,365,1,1,1,111,Low Value
588,29,Male,Socks,Clothing,86,Washington,S,Maroon,Fall,4.2,Yes,Express,Yes,48,Debit Card,Every 3 Months,Young Adult,90,48,86,90,2,4,4,244,Loyal
589,47,Male,Boots,Footwear,60,South Dakota,M,Violet,Fall,3.0,Yes,Standard,Yes,9,Debit Card,Quarterly,Middle-aged,90,9,60,90,2,1,2,212,Low Value
590,28,Male,Shirt,Clothing,70,Minnesota,M,Orange,Fall,3.4,Yes,2-Day Shipping,Yes,40,PayPal,Annually,Young Adult,365,40,70,365,1,4,3,143,Loyal
591,64,Male,Belt,Accessories,39,Alaska,S,Turquoise,Fall,4.6,Yes,Standard,Yes,30,Venmo,Fortnightly,Senior,14,30,39,14,4,3,1,431,Low Value
592,47,Male,Backpack,Accessories,37,Kentucky,L,Olive,Fall,4.2,Yes,Store Pickup,Yes,6,Debit Card,Bi-Weekly,Middle-aged,14,6,37,14,4,1,1,411,Low Value
593,60,Male,Boots,Footwear,29,North Dakota,M,Brown,Fall,3.2,Yes,Free Shipping,Yes,42,Venmo,Every 3 Months,Senior,90,42,29,90,2,4,1,241,At Risk
594,67,Male,Coat,Outerwear,35,Alaska,S,Green,Winter,4.4,Yes,Store Pickup,Yes,9,PayPal,Every 3 Months,Senior,90,9,35,90,2,1,1,211,Low Value
595,35,Male,Hoodie,Clothing,83,Oklahoma,S,Brown,Winter,2.5,Yes,Next Day Air,Yes,6,Debit Card,Monthly,Adult,30,6,83,30,3,1,4,314,Low Value
596,30,Male,Shoes,Footwear,77,Delaware,M,Silver,Summer,3.6,Yes,Next Day Air,Yes,47,PayPal,Quarterly,Young Adult,90,47,77,90,2,4,3,243,Loyal
597,23,Male,Shoes,Footwear,37,Montana,XL,White,Summer,4.5,Yes,Store Pickup,Yes,36,Venmo,Annually,Young Adult,365,36,37,365,1,3,1,131,At Risk
598,70,Male,Jewelry,Accessories,69,Alaska,L,Gold,Summer,3.4,Yes,Standard,Yes,19,Bank Transfer,Fortnightly,Senior,14,19,69,14,4,2,3,423,Low Value
599,21,Male,Dress,Clothing,66,California,L,Green,Winter,3.2,Yes,2-Day Shipping,Yes,30,Cash,Every 3 Months,Young Adult,90,30,66,90,2,3,3,233,Loyal
600,51,Male,Boots,Footwear,26,Massachusetts,L,Teal,Spring,4.2,Yes,Standard,Yes,27,Debit Card,Every 3 Months,Middle-aged,90,27,26,90,2,3,1,231,At Risk
601,22,Male,Hat,Accessories,63,South Carolina,M,Charcoal,Spring,5.0,Yes,2-Day Shipping,Yes,25,Venmo,Monthly,Young Adult,30,25,63,30,3,2,3,323,Low Value
602,32,Male,Backpack,Accessories,38,West Virginia,M,Maroon,Summer,4.7,Yes,Store Pickup,Yes,5,Cash,Fortnightly,Adult,14,5,38,14,4,1,1,411,Low Value
603,37,Male,Shoes,Footwear,58,Oregon,L,Lavender,Summer,4.2,Yes,Next Day Air,Yes,10,Cash,Every 3 Months,Adult,90,10,58,90,2,1,2,212,Low Value
604,31,Male,Handbag,Accessories,46,Massachusetts,L,Green,Winter,3.4,Yes,2-Day Shipping,Yes,26,PayPal,Every 3 Months,Young Adult,90,26,46,90,2,3,2,232,At Risk
605,44,Male,Sunglasses,Accessories,92,West Virginia,S,Pink,Fall,4.4,Yes,Store Pickup,Yes,11,Credit Card,Every 3 Months,Adult,90,11,92,90,2,1,4,214,Low Value
